day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre
2,False,Clear,temp_cool,University,STILL,steps_zero,no_send,no_send,61,1,True,mid,frequent,0
3,True,Clear,temp_cold,University,STILL,steps_q3,non_activity,no_response,61,1,True,mid,frequent,112
4,False,Clear,temp_cold,University,STILL,steps_q1,no_send,no_send,61,1,True,mid,frequent,21
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_q2,non_activity,good,61,3,True,mid,frequent,39
2,True,Overcast,temp_mild,Home,STILL,steps_q8,activity,good,61,3,True,mid,frequent,519
3,True,MostlyCloudy,temp_mild,Home,STILL,steps_q8,non_activity,no_response,61,3,True,mid,frequent,697
4,True,Overcast,temp_mild,Home,STILL,steps_q4,activity,no_response,61,3,True,mid,frequent,149
5,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,good,61,3,True,mid,frequent,0
1,True,Rain,temp_cold,Store,STILL,steps_zero,activity,no_response,61,4,True,mid,frequent,0
2,True,Overcast,temp_cool,Restaurant,STILL,steps_q1,activity,good,61,4,True,mid,frequent,19
3,True,Clear,temp_cool,Store,STILL,steps_q5,non_activity,no_response,61,4,True,mid,frequent,181
4,True,Overcast,temp_cool,Store,STILL,steps_q3,non_activity,no_response,61,4,True,mid,frequent,83
5,True,Overcast,temp_cool,Store,STILL,steps_q1,non_activity,no_response,61,4,True,mid,frequent,25
1,False,Overcast,temp_mild,Work,STILL,steps_q5,no_send,no_send,61,6,False,mid,frequent,205
2,False,Overcast,temp_mild,FurnitureStore,STILL,steps_zero,no_send,no_send,61,6,False,mid,frequent,0
3,True,MostlyCloudy,temp_hot,Store,STILL,steps_q5,activity,no_response,61,6,False,mid,frequent,165
4,True,Overcast,temp_mild,Store,STILL,steps_zero,non_activity,no_response,61,6,False,mid,frequent,0
5,True,Clear,temp_hot,Work,STILL,steps_zero,activity,no_response,61,6,False,mid,frequent,0
1,True,Overcast,temp_mild,Home,STILL,steps_zero,activity,no_response,61,7,False,mid,frequent,0
2,True,Overcast,temp_mild,Home,STILL,steps_q2,activity,no_response,61,7,False,mid,frequent,55
3,False,Overcast,temp_warm,Home,STILL,steps_zero,no_send,no_send,61,7,False,mid,frequent,0
4,True,Rain,temp_mild,Store,STILL,steps_zero,activity,good,61,7,False,mid,frequent,0
5,True,Rain,temp_warm,Home,STILL,steps_q4,activity,good,61,7,False,mid,frequent,139
1,True,Clear,temp_hot,University,ON_MOVE,steps_q2,no_send,no_send,61,8,True,mid,frequent,54
2,True,Clear,temp_warm,Work,ON_MOVE,steps_q2,no_send,no_send,61,8,True,mid,frequent,41
3,True,Clear,temp_hot,University,ON_MOVE,steps_q6,no_send,no_send,61,8,True,mid,frequent,260
4,False,Clear,temp_warm,Restaurant,STILL,steps_q4,activity,no_response,61,8,True,mid,frequent,134
5,True,Clear,temp_mild,University,STILL,steps_q1,non_activity,no_response,61,8,True,mid,frequent,35
1,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,no_send,no_send,61,9,True,mid,frequent,0
2,True,MostlyCloudy,temp_warm,Home,STILL,steps_q8,activity,no_response,61,9,True,mid,frequent,693
3,True,PartlyCloudy,temp_mild,University,ON_MOVE,steps_q7,no_send,no_send,61,9,True,mid,frequent,431
4,True,MostlyCloudy,temp_mild,University,STILL,steps_zero,non_activity,no_response,61,9,True,mid,frequent,0
5,True,PartlyCloudy,temp_warm,Home,STILL,steps_q6,non_activity,good,61,9,True,mid,frequent,264
1,False,MostlyCloudy,temp_mild,Home,STILL,steps_zero,no_send,no_send,61,10,True,mid,frequent,0
2,True,Clear,temp_cool,Home,STILL,steps_q1,non_activity,good,61,10,True,mid,frequent,4
3,False,Overcast,temp_mild,Home,STILL,steps_q2,activity,good,61,10,True,mid,frequent,58
4,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,61,10,True,mid,frequent,0
5,True,Clear,temp_cool,Home,STILL,steps_q3,non_activity,no_response,61,10,True,mid,frequent,94
1,True,Overcast,temp_cold,University,STILL,steps_q2,non_activity,good,61,11,True,mid,frequent,66
2,True,Rain,temp_cool,University,STILL,steps_q2,non_activity,good,61,11,True,mid,frequent,47
3,False,MostlyCloudy,temp_cool,University,STILL,steps_q2,no_send,no_send,61,11,True,mid,frequent,57
4,True,Overcast,temp_cool,University,STILL,steps_q2,non_activity,good,61,11,True,mid,frequent,37
5,True,Rain,temp_cool,Healthcare,STILL,steps_q5,activity,good,61,11,True,mid,frequent,177
1,False,Overcast,temp_cool,Home,STILL,steps_zero,no_send,no_send,61,14,False,mid,frequent,0
2,False,Overcast,temp_cool,Home,STILL,steps_q1,no_send,no_send,61,14,False,mid,frequent,6
4,False,Overcast,temp_cool,Home,STILL,steps_q1,no_send,no_send,61,14,False,mid,frequent,29
5,True,Overcast,temp_cool,Home,STILL,steps_q3,activity,no_response,61,14,False,mid,frequent,100
1,False,Clear,temp_warm,University,ON_MOVE,steps_q4,no_send,no_send,61,16,True,mid,frequent,129
2,True,Clear,temp_warm,Work,STILL,steps_q5,activity,good,61,16,True,mid,frequent,180
3,True,PartlyCloudy,temp_warm,Store,STILL,steps_q7,activity,no_response,61,16,True,mid,frequent,321
4,False,MostlyCloudy,temp_hot,Home,STILL,steps_zero,no_send,no_send,61,16,True,mid,frequent,0
5,True,MostlyCloudy,temp_warm,Store,STILL,steps_q7,activity,good,61,16,True,mid,frequent,383
1,False,PartlyCloudy,temp_mild,Home,STILL,steps_q3,no_send,no_send,61,17,True,mid,frequent,87
2,False,Clear,temp_mild,Home,STILL,steps_q4,no_send,no_send,61,17,True,mid,frequent,118
3,False,Clear,temp_hot,Home,STILL,steps_zero,no_send,no_send,61,17,True,mid,frequent,0
4,True,Clear,temp_warm,Home,STILL,steps_q3,non_activity,good,61,17,True,mid,frequent,95
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_high,non_activity,no_response,61,17,True,mid,frequent,1102
1,True,PartlyCloudy,temp_cold,University,STILL,steps_q5,activity,no_response,61,19,True,mid,frequent,201
2,True,Overcast,temp_cold,Home,STILL,steps_q1,activity,no_response,61,19,True,mid,frequent,31
3,True,PartlyCloudy,temp_cold,Home,STILL,steps_q4,non_activity,no_response,61,19,True,mid,frequent,133
4,False,Overcast,temp_cold,University,STILL,steps_q5,no_send,no_send,61,19,True,mid,frequent,204
5,True,MostlyCloudy,temp_cold,Home,STILL,steps_q8,activity,no_response,61,19,True,mid,frequent,587
1,True,MostlyCloudy,temp_cool,Store,STILL,steps_zero,non_activity,bad,61,20,False,mid,frequent,0
2,True,Overcast,temp_cool,Work,STILL,steps_q1,activity,good,61,20,False,mid,frequent,12
3,False,PartlyCloudy,temp_cool,University,STILL,steps_q7,no_send,no_send,61,20,False,mid,frequent,345
4,True,Overcast,temp_cool,University,STILL,steps_q7,activity,good,61,20,False,mid,frequent,460
5,True,PartlyCloudy,temp_cool,University,STILL,steps_zero,non_activity,no_response,61,20,False,mid,frequent,0
1,True,MostlyCloudy,temp_cold,Home,STILL,steps_q2,non_activity,good,61,21,False,mid,frequent,45
2,False,MostlyCloudy,temp_cold,Home,STILL,steps_q1,no_send,no_send,61,21,False,mid,frequent,27
3,True,MostlyCloudy,temp_cold,Home,STILL,steps_q6,activity,no_response,61,21,False,mid,frequent,292
4,False,Overcast,temp_cold,Home,STILL,steps_zero,no_send,no_send,61,21,False,mid,frequent,0
5,True,Overcast,temp_cold,Home,STILL,steps_q5,non_activity,no_response,61,21,False,mid,frequent,167
1,False,Clear,temp_hot,Store,STILL,steps_q2,no_send,no_send,61,22,True,mid,frequent,37
3,False,Clear,temp_warm,Work,STILL,steps_q4,no_send,no_send,61,22,True,mid,frequent,142
4,False,MostlyCloudy,temp_warm,Store,STILL,steps_q5,no_send,no_send,61,22,True,mid,frequent,189
5,False,MostlyCloudy,temp_mild,Healthcare,STILL,steps_zero,no_send,no_send,61,22,True,mid,frequent,0
1,True,Clear,temp_mild,Home,STILL,steps_zero,non_activity,bad,61,23,True,mid,frequent,0
2,True,Clear,temp_warm,University,STILL,steps_zero,activity,good,61,23,True,mid,frequent,0
3,True,Clear,temp_warm,Healthcare,STILL,steps_zero,activity,no_response,61,23,True,mid,frequent,0
4,True,Clear,temp_cool,Home,STILL,steps_q1,non_activity,good,61,23,True,mid,frequent,28
5,True,Clear,temp_warm,Restaurant,STILL,steps_q2,activity,bad,61,23,True,mid,frequent,58
1,True,Clear,temp_cool,Home,STILL,steps_q7,non_activity,good,61,24,True,mid,frequent,411
2,True,Clear,temp_cool,Home,STILL,steps_q5,non_activity,no_response,61,24,True,mid,frequent,189
3,False,Overcast,temp_cool,University,ON_MOVE,steps_q8,no_send,no_send,61,24,True,mid,frequent,692
4,True,Overcast,temp_cold,Home,STILL,steps_q2,non_activity,good,61,24,True,mid,frequent,63
5,True,Overcast,temp_cold,Restaurant,ON_MOVE,steps_high,no_send,no_send,61,24,True,mid,frequent,2508
1,True,Clear,temp_mild,University,STILL,steps_zero,non_activity,good,61,27,False,mid,frequent,0
2,True,Clear,temp_mild,Home,STILL,steps_q6,non_activity,no_response,61,27,False,mid,frequent,244
3,True,Clear,temp_hot,University,STILL,steps_q3,non_activity,good,61,27,False,mid,frequent,92
4,True,Clear,temp_hot,Home,STILL,steps_zero,non_activity,no_response,61,27,False,mid,frequent,0
5,True,Clear,temp_mild,Home,STILL,steps_zero,non_activity,no_response,61,27,False,mid,frequent,0
1,True,Clear,temp_mild,Work,STILL,steps_zero,non_activity,no_response,61,29,True,mid,frequent,0
2,True,PartlyCloudy,temp_hot,Restaurant,STILL,steps_q4,activity,no_response,61,29,True,mid,frequent,151
3,False,PartlyCloudy,temp_hot,Work,STILL,steps_q2,non_activity,no_response,61,29,True,mid,frequent,45
4,True,Clear,temp_hot,Work,STILL,steps_q7,activity,good,61,29,True,mid,frequent,372
5,True,PartlyCloudy,temp_mild,Restaurant,STILL,steps_q5,activity,no_response,61,29,True,mid,frequent,199
1,True,Overcast,temp_cool,Home,STILL,steps_q7,activity,no_response,61,30,True,mid,frequent,402
2,True,Overcast,temp_cool,University,STILL,steps_zero,activity,good,61,30,True,mid,frequent,0
3,False,Overcast,temp_cool,University,STILL,steps_q6,no_send,no_send,61,30,True,mid,frequent,296
4,True,Overcast,temp_cool,University,STILL,steps_high,non_activity,good,61,30,True,mid,frequent,966
5,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,no_send,no_send,61,30,True,mid,frequent,0
1,False,PartlyCloudy,temp_cool,Restaurant,STILL,steps_q4,no_send,no_send,61,31,True,mid,frequent,133
2,True,PartlyCloudy,temp_warm,Store,STILL,steps_q2,activity,good,61,31,True,mid,frequent,55
3,True,PartlyCloudy,temp_warm,Store,STILL,steps_high,non_activity,no_response,61,31,True,mid,frequent,897
4,True,Clear,temp_warm,Restaurant,STILL,steps_zero,activity,good,61,31,True,mid,frequent,0
5,True,PartlyCloudy,temp_warm,Store,STILL,steps_q1,non_activity,good,61,31,True,mid,frequent,29
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_q1,non_activity,no_response,61,33,True,mid,frequent,31
2,True,MostlyCloudy,temp_cold,Work,STILL,steps_zero,activity,no_response,61,33,True,mid,frequent,0
3,True,Overcast,temp_cold,Work,STILL,steps_zero,activity,good,61,33,True,mid,frequent,0
4,True,Overcast,temp_cold,Work,STILL,steps_q2,non_activity,bad,61,33,True,mid,frequent,50
5,False,MostlyCloudy,temp_mild,University,STILL,steps_zero,non_activity,no_response,61,33,True,mid,frequent,0
1,True,Clear,temp_mild,Home,STILL,steps_zero,non_activity,bad,61,36,True,mid,frequent,0
2,True,Clear,temp_warm,Home,STILL,steps_zero,activity,no_response,61,36,True,mid,frequent,0
3,True,Clear,temp_warm,Work,STILL,steps_q4,activity,bad,61,36,True,mid,frequent,158
4,True,Clear,temp_warm,Work,STILL,steps_zero,non_activity,no_response,61,36,True,mid,frequent,0
5,False,Clear,temp_warm,Home,STILL,steps_q4,no_send,no_send,61,36,True,mid,frequent,123
1,False,Clear,temp_hot,Home,STILL,steps_q4,no_send,no_send,61,38,True,mid,frequent,141
2,True,Clear,temp_warm,University,STILL,steps_q7,activity,good,61,38,True,mid,frequent,386
3,True,Clear,temp_warm,Home,STILL,steps_q3,non_activity,no_response,61,38,True,mid,frequent,112
4,False,Clear,temp_warm,Home,STILL,steps_zero,no_send,no_send,61,38,True,mid,frequent,0
5,False,Clear,temp_warm,Home,STILL,steps_q5,no_send,no_send,61,38,True,mid,frequent,190
2,False,Clear,temp_mild,Work,STILL,steps_zero,no_send,no_send,61,40,True,mid,frequent,0
3,True,Clear,temp_mild,University,ON_MOVE,steps_q2,no_send,no_send,61,40,True,mid,frequent,38
4,False,Clear,temp_mild,Work,STILL,steps_zero,no_send,no_send,61,40,True,mid,frequent,0
5,True,Clear,temp_hot,Work,STILL,steps_q4,activity,no_response,61,40,True,mid,frequent,136
1,True,Overcast,temp_cool,University,STILL,steps_zero,non_activity,no_response,62,1,True,mid,rare,0
2,True,Overcast,temp_cool,University,STILL,steps_q5,non_activity,good,62,1,True,mid,rare,219
3,False,Overcast,temp_cool,University,STILL,steps_q7,no_send,no_send,62,1,True,mid,rare,447
5,True,Overcast,temp_cool,University,STILL,steps_q7,non_activity,good,62,1,True,mid,rare,374
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_zero,non_activity,no_response,62,2,True,mid,rare,0
2,True,MostlyCloudy,temp_mild,Home,STILL,steps_q3,non_activity,good,62,2,True,mid,rare,104
3,False,PartlyCloudy,temp_mild,Home,STILL,steps_q4,no_send,no_send,62,2,True,mid,rare,122
1,True,Clear,temp_mild,Home,STILL,steps_high,activity,no_response,62,3,True,mid,rare,1855
2,True,PartlyCloudy,temp_mild,Work,STILL,steps_zero,non_activity,no_response,62,3,True,mid,rare,0
4,False,Clear,temp_mild,Home,STILL,steps_q6,no_send,no_send,62,3,True,mid,rare,294
5,False,Clear,temp_mild,Work,STILL,steps_zero,no_send,no_send,62,3,True,mid,rare,0
1,True,Overcast,temp_cold,Store,STILL,steps_q6,activity,no_response,62,5,True,mid,rare,254
2,True,Overcast,temp_cold,Work,STILL,steps_q3,activity,no_response,62,5,True,mid,rare,81
3,False,Overcast,temp_cold,Work,STILL,steps_q8,no_send,no_send,62,5,True,mid,rare,586
4,True,Overcast,temp_cold,Home,STILL,steps_zero,non_activity,no_response,62,5,True,mid,rare,0
5,True,Clear,temp_cold,Store,STILL,steps_high,non_activity,no_response,62,5,True,mid,rare,1495
1,True,Clear,temp_warm,Restaurant,STILL,steps_q5,activity,good,62,6,False,mid,rare,189
3,False,PartlyCloudy,temp_hot,University,STILL,steps_high,no_send,no_send,62,6,False,mid,rare,1328
4,False,MostlyCloudy,temp_hot,FurnitureStore,STILL,steps_zero,no_send,no_send,62,6,False,mid,rare,0
5,True,Overcast,temp_hot,Work,STILL,steps_q5,non_activity,no_response,62,6,False,mid,rare,207
1,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,no_response,62,7,False,mid,rare,0
2,True,Overcast,temp_cool,Home,STILL,steps_q5,non_activity,no_response,62,7,False,mid,rare,218
3,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,no_response,62,7,False,mid,rare,0
4,True,Overcast,temp_cool,Home,STILL,steps_high,non_activity,no_response,62,7,False,mid,rare,971
5,True,Overcast,temp_cool,Home,STILL,steps_q8,non_activity,no_response,62,7,False,mid,rare,511
1,True,Clear,temp_mild,Home,STILL,steps_zero,activity,no_response,62,8,True,mid,rare,0
2,True,Clear,temp_warm,Work,STILL,steps_zero,non_activity,no_response,62,8,True,mid,rare,0
3,True,Clear,temp_mild,Home,STILL,steps_q8,activity,good,62,8,True,mid,rare,763
5,True,Clear,temp_warm,University,STILL,steps_q6,non_activity,no_response,62,8,True,mid,rare,297
1,True,Clear,temp_cool,Furniture_Store,STILL,steps_zero,activity,no_response,62,9,True,mid,rare,0
2,True,Clear,temp_cool,Furniture_Store,STILL,steps_q6,non_activity,good,62,9,True,mid,rare,295
3,True,Clear,temp_cool,University,STILL,steps_q2,activity,good,62,9,True,mid,rare,66
4,True,Clear,temp_cool,University,STILL,steps_q7,non_activity,no_response,62,9,True,mid,rare,386
5,False,Clear,temp_cool,Furniture_Store,STILL,steps_q5,no_send,no_send,62,9,True,mid,rare,181
1,False,Clear,temp_mild,Work,STILL,steps_zero,no_send,no_send,62,10,True,mid,rare,0
2,True,Overcast,temp_mild,Home,STILL,steps_q6,non_activity,no_response,62,10,True,mid,rare,285
4,True,Clear,temp_mild,Work,STILL,steps_high,non_activity,bad,62,10,True,mid,rare,1241
5,True,Clear,temp_cool,Home,STILL,steps_q3,non_activity,no_response,62,10,True,mid,rare,100
1,True,MostlyCloudy,temp_cold,Home,STILL,steps_q6,non_activity,bad,62,11,True,mid,rare,277
2,False,Overcast,temp_cold,Work,STILL,steps_q3,no_send,no_send,62,11,True,mid,rare,79
3,True,PartlyCloudy,temp_cold,Home,STILL,steps_zero,non_activity,bad,62,11,True,mid,rare,0
4,True,Overcast,temp_cold,Home,STILL,steps_q7,activity,bad,62,11,True,mid,rare,356
5,True,Clear,temp_cold,Store,STILL,steps_q3,non_activity,no_response,62,11,True,mid,rare,99
1,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,activity,no_response,62,12,True,mid,rare,0
2,True,Overcast,temp_cool,University,STILL,steps_q1,non_activity,no_response,62,12,True,mid,rare,18
3,True,Clear,temp_cool,FurnitureStore,STILL,steps_q3,activity,good,62,12,True,mid,rare,109
4,True,PartlyCloudy,temp_cool,University,STILL,steps_q8,activity,good,62,12,True,mid,rare,673
5,False,PartlyCloudy,temp_cool,University,STILL,steps_q5,no_send,no_send,62,12,True,mid,rare,175
1,True,Clear,temp_cool,Home,STILL,steps_zero,non_activity,bad,62,13,False,mid,rare,0
2,True,Clear,temp_mild,University,STILL,steps_q4,non_activity,bad,62,13,False,mid,rare,139
3,False,Overcast,temp_mild,University,STILL,steps_q7,non_activity,no_response,62,13,False,mid,rare,349
4,True,Clear,temp_cool,University,STILL,steps_zero,non_activity,no_response,62,13,False,mid,rare,0
5,True,PartlyCloudy,temp_mild,University,STILL,steps_zero,activity,no_response,62,13,False,mid,rare,0
1,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,no_send,no_send,62,15,True,mid,rare,0
2,True,Overcast,temp_mild,Work,STILL,steps_zero,activity,good,62,15,True,mid,rare,0
3,True,Clear,temp_mild,Work,STILL,steps_q5,activity,good,62,15,True,mid,rare,213
4,True,Clear,temp_cool,Work,STILL,steps_q6,activity,good,62,15,True,mid,rare,301
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,good,62,15,True,mid,rare,0
1,False,Overcast,temp_cool,University,STILL,steps_q3,no_send,no_send,62,16,True,mid,rare,103
2,True,PartlyCloudy,temp_cold,University,STILL,steps_q1,activity,no_response,62,16,True,mid,rare,12
3,True,Overcast,temp_cold,University,STILL,steps_q7,non_activity,no_response,62,16,True,mid,rare,358
4,True,PartlyCloudy,temp_cold,University,STILL,steps_zero,activity,no_response,62,16,True,mid,rare,0
1,False,Clear,temp_mild,Home,STILL,steps_zero,no_send,no_send,62,18,True,mid,rare,0
3,False,MostlyCloudy,temp_mild,Home,STILL,steps_zero,no_send,no_send,62,18,True,mid,rare,0
4,True,PartlyCloudy,temp_cool,Home,STILL,steps_q5,activity,no_response,62,18,True,mid,rare,174
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_q6,non_activity,good,62,18,True,mid,rare,287
1,True,Clear,temp_cool,Store,STILL,steps_q7,non_activity,good,62,19,True,mid,rare,350
2,True,Clear,temp_cool,Work,STILL,steps_q3,non_activity,no_response,62,19,True,mid,rare,80
3,True,Clear,temp_cool,Store,STILL,steps_q4,non_activity,no_response,62,19,True,mid,rare,140
4,True,Clear,temp_cool,University,STILL,steps_q6,activity,good,62,19,True,mid,rare,258
5,True,Clear,temp_cool,Store,STILL,steps_q4,non_activity,no_response,62,19,True,mid,rare,118
2,True,Clear,temp_mild,Restaurant,STILL,steps_q6,activity,good,62,20,False,mid,rare,316
3,True,MostlyCloudy,temp_warm,Store,STILL,steps_zero,non_activity,good,62,20,False,mid,rare,0
4,False,Clear,temp_warm,Restaurant,STILL,steps_zero,no_send,no_send,62,20,False,mid,rare,0
5,True,Clear,temp_warm,Restaurant,STILL,steps_q4,non_activity,bad,62,20,False,mid,rare,152
3,False,Overcast,temp_cool,Home,STILL,steps_zero,no_send,no_send,62,21,False,mid,rare,0
4,False,Overcast,temp_cool,Home,STILL,steps_q7,no_send,no_send,62,21,False,mid,rare,383
5,True,Overcast,temp_cool,Home,STILL,steps_q7,activity,no_response,62,21,False,mid,rare,329
1,True,Overcast,temp_cool,Home,STILL,steps_q1,activity,good,62,23,True,mid,rare,13
2,True,Overcast,temp_cold,Park,STILL,steps_q6,non_activity,good,62,23,True,mid,rare,289
3,False,Overcast,temp_mild,Home,STILL,steps_q3,no_send,no_send,62,23,True,mid,rare,110
4,True,Overcast,temp_cool,Healthcare,STILL,steps_q7,activity,good,62,23,True,mid,rare,362
5,True,Overcast,temp_cool,Healthcare,STILL,steps_q4,activity,bad,62,23,True,mid,rare,116
1,False,Clear,temp_mild,Healthcare,STILL,steps_zero,no_send,no_send,62,24,True,mid,rare,0
4,False,Clear,temp_hot,Healthcare,STILL,steps_zero,no_send,no_send,62,24,True,mid,rare,0
5,True,Clear,temp_warm,Home,STILL,steps_q1,activity,no_response,62,24,True,mid,rare,21
1,True,Overcast,temp_mild,Work,STILL,steps_q4,non_activity,no_response,62,26,True,mid,rare,156
2,True,Clear,temp_mild,Home,STILL,steps_q1,activity,good,62,26,True,mid,rare,17
3,False,Clear,temp_warm,Home,STILL,steps_zero,no_send,no_send,62,26,True,mid,rare,0
4,True,PartlyCloudy,temp_mild,Home,STILL,steps_q5,non_activity,no_response,62,26,True,mid,rare,186
5,False,Clear,temp_mild,Restaurant,STILL,steps_zero,no_send,no_send,62,26,True,mid,rare,0
1,False,Clear,temp_cold,Store,STILL,steps_q3,non_activity,good,62,27,False,mid,rare,91
2,False,PartlyCloudy,temp_cold,Store,STILL,steps_zero,no_send,no_send,62,27,False,mid,rare,0
3,False,Clear,temp_cool,Restaurant,STILL,steps_zero,no_send,no_send,62,27,False,mid,rare,0
4,True,PartlyCloudy,temp_cold,Home,STILL,steps_zero,activity,good,62,27,False,mid,rare,0
5,False,Rain,temp_cool,Home,STILL,steps_zero,no_send,no_send,62,27,False,mid,rare,0
1,True,PartlyCloudy,temp_cold,ElectronicsStore,STILL,steps_q8,activity,no_response,62,29,True,mid,rare,608
2,True,MostlyCloudy,temp_cold,Healthcare,STILL,steps_q2,non_activity,good,62,29,True,mid,rare,66
3,False,MostlyCloudy,temp_cool,Healthcare,STILL,steps_zero,no_send,no_send,62,29,True,mid,rare,0
4,True,Clear,temp_cold,Healthcare,STILL,steps_zero,non_activity,good,62,29,True,mid,rare,0
5,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q2,activity,bad,62,29,True,mid,rare,52
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_q4,non_activity,no_response,62,30,True,mid,rare,141
2,True,Overcast,temp_mild,Home,STILL,steps_q5,non_activity,no_response,62,30,True,mid,rare,171
3,False,PartlyCloudy,temp_cool,Store,STILL,steps_q3,no_send,no_send,62,30,True,mid,rare,99
4,False,Clear,temp_cool,Work,STILL,steps_high,no_send,no_send,62,30,True,mid,rare,974
5,True,PartlyCloudy,temp_mild,Work,STILL,steps_q6,non_activity,no_response,62,30,True,mid,rare,256
1,True,Overcast,temp_mild,Home,STILL,steps_zero,non_activity,no_response,62,31,True,mid,rare,0
3,False,Overcast,temp_cool,Store,STILL,steps_zero,no_send,no_send,62,31,True,mid,rare,0
4,False,Clear,temp_cool,Home,STILL,steps_q6,no_send,no_send,62,31,True,mid,rare,264
5,True,Clear,temp_cool,Healthcare,STILL,steps_q4,non_activity,good,62,31,True,mid,rare,163
1,False,Fog,temp_cool,University,STILL,steps_q3,no_send,no_send,62,36,True,mid,rare,78
2,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,non_activity,no_response,62,36,True,mid,rare,0
3,True,MostlyCloudy,temp_cool,University,STILL,steps_q2,activity,no_response,62,36,True,mid,rare,63
4,True,Overcast,temp_cool,University,STILL,steps_q4,non_activity,no_response,62,36,True,mid,rare,138
5,True,Overcast,temp_cool,University,STILL,steps_q3,activity,good,62,36,True,mid,rare,92
1,True,PartlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,no_response,62,37,True,mid,rare,0
2,False,Clear,temp_mild,Work,STILL,steps_zero,no_send,no_send,62,37,True,mid,rare,0
3,False,MostlyCloudy,temp_mild,Work,STILL,steps_q1,no_send,no_send,62,37,True,mid,rare,2
4,False,PartlyCloudy,temp_mild,Work,STILL,steps_q3,no_send,no_send,62,37,True,mid,rare,81
5,True,Clear,temp_cool,Store,STILL,steps_q2,non_activity,good,62,37,True,mid,rare,43
1,False,Overcast,temp_mild,ElectronicsStore,STILL,steps_q3,no_send,no_send,62,38,True,mid,rare,95
2,True,Overcast,temp_mild,ElectronicsStore,STILL,steps_q1,activity,good,62,38,True,mid,rare,25
3,False,Clear,temp_mild,ElectronicsStore,STILL,steps_q8,no_send,no_send,62,38,True,mid,rare,658
4,False,Overcast,temp_cool,ElectronicsStore,ON_MOVE,steps_q1,no_send,no_send,62,38,True,mid,rare,32
5,False,Clear,temp_mild,ElectronicsStore,STILL,steps_q5,no_send,no_send,62,38,True,mid,rare,167
1,False,Overcast,temp_mild,University,STILL,steps_q8,no_send,no_send,62,39,True,mid,rare,602
3,True,Overcast,temp_mild,Work,STILL,steps_q2,non_activity,bad,62,39,True,mid,rare,60
4,True,MostlyCloudy,temp_mild,Work,STILL,steps_q4,non_activity,bad,62,39,True,mid,rare,163
5,True,Overcast,temp_mild,Work,STILL,steps_q5,non_activity,bad,62,39,True,mid,rare,202
1,True,PartlyCloudy,temp_cool,Work,STILL,steps_q7,non_activity,bad,62,40,True,mid,rare,439
2,True,Overcast,temp_cool,Work,STILL,steps_q3,activity,good,62,40,True,mid,rare,99
3,True,Clear,temp_mild,Work,STILL,steps_zero,non_activity,good,62,40,True,mid,rare,0
4,True,MostlyCloudy,temp_mild,Store,STILL,steps_zero,activity,no_response,62,40,True,mid,rare,0
5,False,PartlyCloudy,temp_mild,Work,STILL,steps_q2,no_send,no_send,62,40,True,mid,rare,69
1,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,no_response,62,41,False,mid,rare,0
2,True,MostlyCloudy,temp_mild,Home,STILL,steps_q3,non_activity,no_response,62,41,False,mid,rare,105
3,True,Overcast,temp_mild,Restaurant,STILL,steps_zero,activity,bad,62,41,False,mid,rare,0
4,True,Overcast,temp_mild,Work,STILL,steps_q7,non_activity,no_response,62,41,False,mid,rare,331
5,True,PartlyCloudy,temp_cool,Work,STILL,steps_q5,activity,good,62,41,False,mid,rare,207
1,True,Overcast,temp_cool,Home,STILL,steps_q8,non_activity,bad,62,42,False,mid,rare,535
2,False,Overcast,temp_cold,Home,STILL,steps_q2,non_activity,bad,62,42,False,mid,rare,56
3,True,Overcast,temp_cool,Home,STILL,steps_q2,activity,bad,62,42,False,mid,rare,62
4,True,Rain,temp_cool,Home,STILL,steps_zero,no_send,no_send,62,42,False,mid,rare,0
5,False,Overcast,temp_cool,Home,STILL,steps_q1,activity,good,62,42,False,mid,rare,22
1,True,Clear,temp_cool,Healthcare,STILL,steps_q5,non_activity,no_response,63,2,True,mid,frequent,166
2,False,Overcast,temp_mild,University,STILL,steps_zero,no_send,no_send,63,2,True,mid,frequent,0
