day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre,uid
4,False,Overcast,temp_freezing,University,STILL,steps_q4,0,no_send,60,9,True,low,frequent,156,60
5,False,Overcast,temp_cold,University,STILL,steps_q6,0,no_send,60,9,True,low,frequent,315,60
1,True,Clear,temp_cool,Home,STILL,steps_q2,1,good,60,11,True,low,frequent,63,60
2,True,Clear,temp_cool,Home,STILL,steps_zero,2,good,60,11,True,low,frequent,0,60
3,False,Clear,temp_cool,Home,STILL,steps_q4,2,no_response,60,11,True,low,frequent,144,60
4,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,0,no_send,60,11,True,low,frequent,0,60
5,True,Clear,temp_cool,Home,STILL,steps_q1,1,good,60,11,True,low,frequent,19,60
1,True,Clear,temp_cool,Home,STILL,steps_zero,1,no_response,60,13,False,low,frequent,0,60
2,True,Clear,temp_warm,Home,STILL,steps_q5,2,bad,60,13,False,low,frequent,182,60
3,True,Clear,temp_mild,Store,STILL,steps_q3,2,no_response,60,13,False,low,frequent,82,60
4,True,Clear,temp_mild,Store,STILL,steps_q7,2,no_response,60,13,False,low,frequent,343,60
5,True,Clear,temp_mild,Store,STILL,steps_q3,2,good,60,13,False,low,frequent,105,60
1,False,Clear,temp_cold,Restaurant,STILL,steps_q7,0,no_send,60,15,True,low,frequent,328,60
2,False,Clear,temp_cold,Restaurant,STILL,steps_zero,0,no_send,60,15,True,low,frequent,0,60
3,True,Clear,temp_cool,Restaurant,STILL,steps_q5,2,no_response,60,15,True,low,frequent,183,60
4,True,Clear,temp_cool,Restaurant,STILL,steps_q4,2,good,60,15,True,low,frequent,154,60
5,False,Clear,temp_cool,Work,STILL,steps_q5,0,no_send,60,15,True,low,frequent,191,60
1,False,Overcast,temp_mild,University,STILL,steps_q3,0,no_send,60,23,True,low,frequent,99,60
2,True,Clear,temp_hot,University,STILL,steps_q6,2,good,60,23,True,low,frequent,239,60
3,False,PartlyCloudy,temp_hot,University,STILL,steps_q2,0,no_send,60,23,True,low,frequent,46,60
4,False,Clear,temp_hot,University,STILL,steps_q2,0,no_send,60,23,True,low,frequent,61,60
5,False,Clear,temp_warm,University,STILL,steps_q5,0,no_send,60,23,True,low,frequent,194,60
1,False,Clear,temp_cool,Home,STILL,steps_zero,0,no_send,60,24,True,low,frequent,0,60
2,True,Clear,temp_mild,Home,STILL,steps_q4,2,bad,60,24,True,low,frequent,151,60
3,True,Clear,temp_mild,Home,STILL,steps_q6,2,good,60,24,True,low,frequent,247,60
4,True,Clear,temp_warm,Home,STILL,steps_q8,2,good,60,24,True,low,frequent,513,60
5,False,Clear,temp_cool,Home,STILL,steps_q4,0,no_send,60,24,True,low,frequent,136,60
1,True,Clear,temp_cold,GroceryStore,STILL,steps_q5,1,no_response,60,25,True,low,frequent,172,60
2,False,Clear,temp_cold,University,STILL,steps_q2,0,no_send,60,25,True,low,frequent,69,60
3,True,Clear,temp_cold,University,STILL,steps_q6,1,no_response,60,25,True,low,frequent,255,60
4,False,Clear,temp_cold,Restaurant,STILL,steps_zero,0,no_send,60,25,True,low,frequent,0,60
5,True,MostlyCloudy,temp_cold,University,STILL,steps_q7,2,no_response,60,25,True,low,frequent,392,60
1,False,Clear,temp_mild,Home,STILL,steps_zero,0,no_send,60,26,True,low,frequent,0,60
2,True,Clear,temp_mild,Work,STILL,steps_q6,2,good,60,26,True,low,frequent,270,60
3,True,Clear,temp_cool,Work,STILL,steps_zero,2,good,60,26,True,low,frequent,0,60
4,True,Clear,temp_mild,Home,STILL,steps_q4,2,good,60,26,True,low,frequent,164,60
5,True,Clear,temp_mild,Work,STILL,steps_q6,1,no_response,60,26,True,low,frequent,269,60
1,True,PartlyCloudy,temp_cold,Healthcare,STILL,steps_q7,2,no_response,60,27,False,low,frequent,329,60
2,True,MostlyCloudy,temp_cold,Healthcare,STILL,steps_q8,2,bad,60,27,False,low,frequent,802,60
3,True,Clear,temp_cold,Healthcare,STILL,steps_zero,2,bad,60,27,False,low,frequent,0,60
4,False,MostlyCloudy,temp_cold,Healthcare,STILL,steps_zero,0,no_send,60,27,False,low,frequent,0,60
5,False,Clear,temp_cold,Healthcare,STILL,steps_q7,0,no_send,60,27,False,low,frequent,393,60
1,True,Clear,temp_warm,Work,STILL,steps_q1,2,bad,60,30,True,low,frequent,19,60
2,True,Clear,temp_hot,Work,STILL,steps_zero,2,good,60,30,True,low,frequent,0,60
3,False,Clear,temp_hot,Home,STILL,steps_zero,0,no_send,60,30,True,low,frequent,0,60
4,True,PartlyCloudy,temp_hot,Home,STILL,steps_q4,2,no_response,60,30,True,low,frequent,128,60
5,False,PartlyCloudy,temp_mild,Store,STILL,steps_q1,0,no_send,60,30,True,low,frequent,4,60
1,True,PartlyCloudy,temp_cold,Home,STILL,steps_q1,2,bad,60,31,True,low,frequent,2,60
2,True,Clear,temp_cold,Home,STILL,steps_q8,1,no_response,60,31,True,low,frequent,638,60
3,True,Clear,temp_cool,Home,STILL,steps_q2,2,no_response,60,31,True,low,frequent,57,60
4,True,Clear,temp_cold,Home,STILL,steps_q6,1,no_response,60,31,True,low,frequent,261,60
5,True,Overcast,temp_cold,Home,STILL,steps_q4,2,good,60,31,True,low,frequent,141,60
1,True,Clear,temp_cold,Healthcare,STILL,steps_q1,2,no_response,60,34,False,low,frequent,21,60
3,False,Clear,temp_cold,Healthcare,STILL,steps_q5,0,no_send,60,34,False,low,frequent,190,60
4,True,Clear,temp_cold,Restaurant,STILL,steps_q6,1,bad,60,34,False,low,frequent,290,60
5,True,Clear,temp_cool,Healthcare,STILL,steps_q6,2,good,60,34,False,low,frequent,286,60
1,False,Overcast,temp_cold,Work,STILL,steps_q6,0,no_send,60,35,False,low,frequent,265,60
2,True,Rain,temp_cool,Work,STILL,steps_q7,1,no_response,60,35,False,low,frequent,441,60
3,True,Overcast,temp_cold,Store,STILL,steps_q2,1,good,60,35,False,low,frequent,70,60
4,True,Overcast,temp_cold,Store,STILL,steps_q3,1,good,60,35,False,low,frequent,89,60
5,False,Overcast,temp_cold,Store,STILL,steps_zero,0,no_send,60,35,False,low,frequent,0,60
1,True,Clear,temp_cool,Work,STILL,steps_q6,2,no_response,60,36,True,low,frequent,300,60
2,True,Clear,temp_cool,Store,STILL,steps_q2,1,bad,60,36,True,low,frequent,65,60
3,True,Clear,temp_cool,Work,STILL,steps_q4,1,no_response,60,36,True,low,frequent,149,60
4,True,Clear,temp_mild,Home,STILL,steps_q7,1,no_response,60,36,True,low,frequent,319,60
5,True,Clear,temp_cool,Work,STILL,steps_q1,1,no_response,60,36,True,low,frequent,11,60
2,False,Clear,temp_hot,Home,STILL,steps_q1,0,no_send,60,37,True,low,frequent,4,60
4,True,Clear,temp_warm,Home,STILL,steps_q4,1,good,60,37,True,low,frequent,137,60
5,True,Clear,temp_warm,Store,STILL,steps_q7,1,no_response,60,37,True,low,frequent,360,60
1,False,Overcast,temp_cool,Home,STILL,steps_q3,0,no_send,60,39,True,low,frequent,94,60
2,True,Overcast,temp_mild,Work,STILL,steps_q7,2,no_response,60,39,True,low,frequent,335,60
3,True,MostlyCloudy,temp_mild,Work,STILL,steps_q2,1,good,60,39,True,low,frequent,37,60
4,False,Overcast,temp_mild,Home,STILL,steps_q4,0,no_send,60,39,True,low,frequent,159,60
5,False,PartlyCloudy,temp_cool,Home,STILL,steps_q3,0,no_send,60,39,True,low,frequent,88,60
1,True,Overcast,temp_mild,Home,STILL,steps_zero,1,no_response,60,42,False,low,frequent,0,60
2,True,Overcast,temp_warm,Home,STILL,steps_q2,2,no_response,60,42,False,low,frequent,69,60
3,True,Overcast,temp_warm,Home,STILL,steps_q5,2,good,60,42,False,low,frequent,205,60
4,False,Overcast,temp_mild,Home,STILL,steps_q1,0,no_send,60,42,False,low,frequent,30,60
5,True,Overcast,temp_warm,Home,STILL,steps_q3,1,no_response,60,42,False,low,frequent,88,60
1,True,Clear,temp_cold,University,STILL,steps_zero,1,no_response,61,1,True,mid,frequent,0,61
2,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,61,1,True,mid,frequent,0,61
3,True,Clear,temp_cold,University,STILL,steps_q3,2,no_response,61,1,True,mid,frequent,112,61
4,False,Clear,temp_cold,University,STILL,steps_q1,0,no_send,61,1,True,mid,frequent,21,61
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_q2,2,good,61,3,True,mid,frequent,39,61
2,True,Overcast,temp_mild,Home,STILL,steps_q8,1,good,61,3,True,mid,frequent,519,61
3,True,MostlyCloudy,temp_mild,Home,STILL,steps_q8,2,no_response,61,3,True,mid,frequent,697,61
4,True,Overcast,temp_mild,Home,STILL,steps_q4,1,no_response,61,3,True,mid,frequent,149,61
5,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,2,good,61,3,True,mid,frequent,0,61
1,True,Rain,temp_cold,Store,STILL,steps_zero,1,no_response,61,4,True,mid,frequent,0,61
2,True,Overcast,temp_cool,Restaurant,STILL,steps_q1,1,good,61,4,True,mid,frequent,19,61
3,True,Clear,temp_cool,Store,STILL,steps_q5,2,no_response,61,4,True,mid,frequent,181,61
4,True,Overcast,temp_cool,Store,STILL,steps_q3,2,no_response,61,4,True,mid,frequent,83,61
5,True,Overcast,temp_cool,Store,STILL,steps_q1,2,no_response,61,4,True,mid,frequent,25,61
1,False,Overcast,temp_mild,Work,STILL,steps_q5,0,no_send,61,6,False,mid,frequent,205,61
2,False,Overcast,temp_mild,FurnitureStore,STILL,steps_zero,0,no_send,61,6,False,mid,frequent,0,61
3,True,MostlyCloudy,temp_hot,Store,STILL,steps_q5,1,no_response,61,6,False,mid,frequent,165,61
4,True,Overcast,temp_mild,Store,STILL,steps_zero,2,no_response,61,6,False,mid,frequent,0,61
5,True,Clear,temp_hot,Work,STILL,steps_zero,1,no_response,61,6,False,mid,frequent,0,61
1,True,Overcast,temp_mild,Home,STILL,steps_zero,1,no_response,61,7,False,mid,frequent,0,61
2,True,Overcast,temp_mild,Home,STILL,steps_q2,1,no_response,61,7,False,mid,frequent,55,61
3,False,Overcast,temp_warm,Home,STILL,steps_zero,0,no_send,61,7,False,mid,frequent,0,61
4,True,Rain,temp_mild,Store,STILL,steps_zero,1,good,61,7,False,mid,frequent,0,61
5,True,Rain,temp_warm,Home,STILL,steps_q4,1,good,61,7,False,mid,frequent,139,61
1,True,Clear,temp_hot,University,ON_MOVE,steps_q2,0,no_send,61,8,True,mid,frequent,54,61
2,True,Clear,temp_warm,Work,ON_MOVE,steps_q2,0,no_send,61,8,True,mid,frequent,41,61
3,True,Clear,temp_hot,University,ON_MOVE,steps_q6,0,no_send,61,8,True,mid,frequent,260,61
4,False,Clear,temp_warm,Restaurant,STILL,steps_q4,1,no_response,61,8,True,mid,frequent,134,61
5,True,Clear,temp_mild,University,STILL,steps_q1,2,no_response,61,8,True,mid,frequent,35,61
1,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,61,9,True,mid,frequent,0,61
2,True,MostlyCloudy,temp_warm,Home,STILL,steps_q8,1,no_response,61,9,True,mid,frequent,693,61
3,True,PartlyCloudy,temp_mild,University,ON_MOVE,steps_q7,0,no_send,61,9,True,mid,frequent,431,61
4,True,MostlyCloudy,temp_mild,University,STILL,steps_zero,2,no_response,61,9,True,mid,frequent,0,61
5,True,PartlyCloudy,temp_warm,Home,STILL,steps_q6,2,good,61,9,True,mid,frequent,264,61
1,False,MostlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,61,10,True,mid,frequent,0,61
2,True,Clear,temp_cool,Home,STILL,steps_q1,2,good,61,10,True,mid,frequent,4,61
3,False,Overcast,temp_mild,Home,STILL,steps_q2,1,good,61,10,True,mid,frequent,58,61
4,False,Clear,temp_mild,Home,STILL,steps_zero,0,no_send,61,10,True,mid,frequent,0,61
5,True,Clear,temp_cool,Home,STILL,steps_q3,2,no_response,61,10,True,mid,frequent,94,61
1,True,Overcast,temp_cold,University,STILL,steps_q2,2,good,61,11,True,mid,frequent,66,61
2,True,Rain,temp_cool,University,STILL,steps_q2,2,good,61,11,True,mid,frequent,47,61
3,False,MostlyCloudy,temp_cool,University,STILL,steps_q2,0,no_send,61,11,True,mid,frequent,57,61
4,True,Overcast,temp_cool,University,STILL,steps_q2,2,good,61,11,True,mid,frequent,37,61
5,True,Rain,temp_cool,Healthcare,STILL,steps_q5,1,good,61,11,True,mid,frequent,177,61
1,False,Overcast,temp_cool,Home,STILL,steps_zero,0,no_send,61,14,False,mid,frequent,0,61
2,False,Overcast,temp_cool,Home,STILL,steps_q1,0,no_send,61,14,False,mid,frequent,6,61
4,False,Overcast,temp_cool,Home,STILL,steps_q1,0,no_send,61,14,False,mid,frequent,29,61
5,True,Overcast,temp_cool,Home,STILL,steps_q3,1,no_response,61,14,False,mid,frequent,100,61
1,False,Clear,temp_warm,University,ON_MOVE,steps_q4,0,no_send,61,16,True,mid,frequent,129,61
2,True,Clear,temp_warm,Work,STILL,steps_q5,1,good,61,16,True,mid,frequent,180,61
3,True,PartlyCloudy,temp_warm,Store,STILL,steps_q7,1,no_response,61,16,True,mid,frequent,321,61
4,False,MostlyCloudy,temp_hot,Home,STILL,steps_zero,0,no_send,61,16,True,mid,frequent,0,61
5,True,MostlyCloudy,temp_warm,Store,STILL,steps_q7,1,good,61,16,True,mid,frequent,383,61
1,False,PartlyCloudy,temp_mild,Home,STILL,steps_q3,0,no_send,61,17,True,mid,frequent,87,61
2,False,Clear,temp_mild,Home,STILL,steps_q4,0,no_send,61,17,True,mid,frequent,118,61
3,False,Clear,temp_hot,Home,STILL,steps_zero,0,no_send,61,17,True,mid,frequent,0,61
4,True,Clear,temp_warm,Home,STILL,steps_q3,2,good,61,17,True,mid,frequent,95,61
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_high,2,no_response,61,17,True,mid,frequent,1102,61
1,True,PartlyCloudy,temp_cold,University,STILL,steps_q5,1,no_response,61,19,True,mid,frequent,201,61
2,True,Overcast,temp_cold,Home,STILL,steps_q1,1,no_response,61,19,True,mid,frequent,31,61
3,True,PartlyCloudy,temp_cold,Home,STILL,steps_q4,2,no_response,61,19,True,mid,frequent,133,61
4,False,Overcast,temp_cold,University,STILL,steps_q5,0,no_send,61,19,True,mid,frequent,204,61
5,True,MostlyCloudy,temp_cold,Home,STILL,steps_q8,1,no_response,61,19,True,mid,frequent,587,61
1,True,MostlyCloudy,temp_cool,Store,STILL,steps_zero,2,bad,61,20,False,mid,frequent,0,61
2,True,Overcast,temp_cool,Work,STILL,steps_q1,1,good,61,20,False,mid,frequent,12,61
3,False,PartlyCloudy,temp_cool,University,STILL,steps_q7,0,no_send,61,20,False,mid,frequent,345,61
4,True,Overcast,temp_cool,University,STILL,steps_q7,1,good,61,20,False,mid,frequent,460,61
5,True,PartlyCloudy,temp_cool,University,STILL,steps_zero,2,no_response,61,20,False,mid,frequent,0,61
1,True,MostlyCloudy,temp_cold,Home,STILL,steps_q2,2,good,61,21,False,mid,frequent,45,61
2,False,MostlyCloudy,temp_cold,Home,STILL,steps_q1,0,no_send,61,21,False,mid,frequent,27,61
3,True,MostlyCloudy,temp_cold,Home,STILL,steps_q6,1,no_response,61,21,False,mid,frequent,292,61
4,False,Overcast,temp_cold,Home,STILL,steps_zero,0,no_send,61,21,False,mid,frequent,0,61
5,True,Overcast,temp_cold,Home,STILL,steps_q5,2,no_response,61,21,False,mid,frequent,167,61
1,False,Clear,temp_hot,Store,STILL,steps_q2,0,no_send,61,22,True,mid,frequent,37,61
3,False,Clear,temp_warm,Work,STILL,steps_q4,0,no_send,61,22,True,mid,frequent,142,61
4,False,MostlyCloudy,temp_warm,Store,STILL,steps_q5,0,no_send,61,22,True,mid,frequent,189,61
5,False,MostlyCloudy,temp_mild,Healthcare,STILL,steps_zero,0,no_send,61,22,True,mid,frequent,0,61
1,True,Clear,temp_mild,Home,STILL,steps_zero,2,bad,61,23,True,mid,frequent,0,61
2,True,Clear,temp_warm,University,STILL,steps_zero,1,good,61,23,True,mid,frequent,0,61
3,True,Clear,temp_warm,Healthcare,STILL,steps_zero,1,no_response,61,23,True,mid,frequent,0,61
4,True,Clear,temp_cool,Home,STILL,steps_q1,2,good,61,23,True,mid,frequent,28,61
5,True,Clear,temp_warm,Restaurant,STILL,steps_q2,1,bad,61,23,True,mid,frequent,58,61
1,True,Clear,temp_cool,Home,STILL,steps_q7,2,good,61,24,True,mid,frequent,411,61
2,True,Clear,temp_cool,Home,STILL,steps_q5,2,no_response,61,24,True,mid,frequent,189,61
3,False,Overcast,temp_cool,University,ON_MOVE,steps_q8,0,no_send,61,24,True,mid,frequent,692,61
4,True,Overcast,temp_cold,Home,STILL,steps_q2,2,good,61,24,True,mid,frequent,63,61
5,True,Overcast,temp_cold,Restaurant,ON_MOVE,steps_high,0,no_send,61,24,True,mid,frequent,2508,61
1,True,Clear,temp_mild,University,STILL,steps_zero,2,good,61,27,False,mid,frequent,0,61
2,True,Clear,temp_mild,Home,STILL,steps_q6,2,no_response,61,27,False,mid,frequent,244,61
3,True,Clear,temp_hot,University,STILL,steps_q3,2,good,61,27,False,mid,frequent,92,61
4,True,Clear,temp_hot,Home,STILL,steps_zero,2,no_response,61,27,False,mid,frequent,0,61
5,True,Clear,temp_mild,Home,STILL,steps_zero,2,no_response,61,27,False,mid,frequent,0,61
1,True,Clear,temp_mild,Work,STILL,steps_zero,2,no_response,61,29,True,mid,frequent,0,61
2,True,PartlyCloudy,temp_hot,Restaurant,STILL,steps_q4,1,no_response,61,29,True,mid,frequent,151,61
3,False,PartlyCloudy,temp_hot,Work,STILL,steps_q2,2,no_response,61,29,True,mid,frequent,45,61
4,True,Clear,temp_hot,Work,STILL,steps_q7,1,good,61,29,True,mid,frequent,372,61
5,True,PartlyCloudy,temp_mild,Restaurant,STILL,steps_q5,1,no_response,61,29,True,mid,frequent,199,61
1,True,Overcast,temp_cool,Home,STILL,steps_q7,1,no_response,61,30,True,mid,frequent,402,61
2,True,Overcast,temp_cool,University,STILL,steps_zero,1,good,61,30,True,mid,frequent,0,61
3,False,Overcast,temp_cool,University,STILL,steps_q6,0,no_send,61,30,True,mid,frequent,296,61
4,True,Overcast,temp_cool,University,STILL,steps_high,2,good,61,30,True,mid,frequent,966,61
5,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,0,no_send,61,30,True,mid,frequent,0,61
1,False,PartlyCloudy,temp_cool,Restaurant,STILL,steps_q4,0,no_send,61,31,True,mid,frequent,133,61
2,True,PartlyCloudy,temp_warm,Store,STILL,steps_q2,1,good,61,31,True,mid,frequent,55,61
3,True,PartlyCloudy,temp_warm,Store,STILL,steps_high,2,no_response,61,31,True,mid,frequent,897,61
4,True,Clear,temp_warm,Restaurant,STILL,steps_zero,1,good,61,31,True,mid,frequent,0,61
5,True,PartlyCloudy,temp_warm,Store,STILL,steps_q1,2,good,61,31,True,mid,frequent,29,61
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_q1,2,no_response,61,33,True,mid,frequent,31,61
2,True,MostlyCloudy,temp_cold,Work,STILL,steps_zero,1,no_response,61,33,True,mid,frequent,0,61
3,True,Overcast,temp_cold,Work,STILL,steps_zero,1,good,61,33,True,mid,frequent,0,61
4,True,Overcast,temp_cold,Work,STILL,steps_q2,2,bad,61,33,True,mid,frequent,50,61
5,False,MostlyCloudy,temp_mild,University,STILL,steps_zero,2,no_response,61,33,True,mid,frequent,0,61
1,True,Clear,temp_mild,Home,STILL,steps_zero,2,bad,61,36,True,mid,frequent,0,61
2,True,Clear,temp_warm,Home,STILL,steps_zero,1,no_response,61,36,True,mid,frequent,0,61
3,True,Clear,temp_warm,Work,STILL,steps_q4,1,bad,61,36,True,mid,frequent,158,61
4,True,Clear,temp_warm,Work,STILL,steps_zero,2,no_response,61,36,True,mid,frequent,0,61
5,False,Clear,temp_warm,Home,STILL,steps_q4,0,no_send,61,36,True,mid,frequent,123,61
1,False,Clear,temp_hot,Home,STILL,steps_q4,0,no_send,61,38,True,mid,frequent,141,61
2,True,Clear,temp_warm,University,STILL,steps_q7,1,good,61,38,True,mid,frequent,386,61
3,True,Clear,temp_warm,Home,STILL,steps_q3,2,no_response,61,38,True,mid,frequent,112,61
4,False,Clear,temp_warm,Home,STILL,steps_zero,0,no_send,61,38,True,mid,frequent,0,61
5,False,Clear,temp_warm,Home,STILL,steps_q5,0,no_send,61,38,True,mid,frequent,190,61
2,False,Clear,temp_mild,Work,STILL,steps_zero,0,no_send,61,40,True,mid,frequent,0,61
3,True,Clear,temp_mild,University,ON_MOVE,steps_q2,0,no_send,61,40,True,mid,frequent,38,61
4,False,Clear,temp_mild,Work,STILL,steps_zero,0,no_send,61,40,True,mid,frequent,0,61
5,True,Clear,temp_hot,Work,STILL,steps_q4,1,no_response,61,40,True,mid,frequent,136,61
1,True,Overcast,temp_cool,University,STILL,steps_zero,2,no_response,62,1,True,mid,rare,0,62
2,True,Overcast,temp_cool,University,STILL,steps_q5,2,good,62,1,True,mid,rare,219,62
3,False,Overcast,temp_cool,University,STILL,steps_q7,0,no_send,62,1,True,mid,rare,447,62
5,True,Overcast,temp_cool,University,STILL,steps_q7,2,good,62,1,True,mid,rare,374,62
1,True,MostlyCloudy,temp_cool,Home,STILL,steps_zero,2,no_response,62,2,True,mid,rare,0,62
2,True,MostlyCloudy,temp_mild,Home,STILL,steps_q3,2,good,62,2,True,mid,rare,104,62
3,False,PartlyCloudy,temp_mild,Home,STILL,steps_q4,0,no_send,62,2,True,mid,rare,122,62
1,True,Clear,temp_mild,Home,STILL,steps_high,1,no_response,62,3,True,mid,rare,1855,62
2,True,PartlyCloudy,temp_mild,Work,STILL,steps_zero,2,no_response,62,3,True,mid,rare,0,62
4,False,Clear,temp_mild,Home,STILL,steps_q6,0,no_send,62,3,True,mid,rare,294,62
5,False,Clear,temp_mild,Work,STILL,steps_zero,0,no_send,62,3,True,mid,rare,0,62
1,True,Overcast,temp_cold,Store,STILL,steps_q6,1,no_response,62,5,True,mid,rare,254,62
2,True,Overcast,temp_cold,Work,STILL,steps_q3,1,no_response,62,5,True,mid,rare,81,62
3,False,Overcast,temp_cold,Work,STILL,steps_q8,0,no_send,62,5,True,mid,rare,586,62
4,True,Overcast,temp_cold,Home,STILL,steps_zero,2,no_response,62,5,True,mid,rare,0,62
5,True,Clear,temp_cold,Store,STILL,steps_high,2,no_response,62,5,True,mid,rare,1495,62
1,True,Clear,temp_warm,Restaurant,STILL,steps_q5,1,good,62,6,False,mid,rare,189,62
3,False,PartlyCloudy,temp_hot,University,STILL,steps_high,0,no_send,62,6,False,mid,rare,1328,62
4,False,MostlyCloudy,temp_hot,FurnitureStore,STILL,steps_zero,0,no_send,62,6,False,mid,rare,0,62
5,True,Overcast,temp_hot,Work,STILL,steps_q5,2,no_response,62,6,False,mid,rare,207,62
1,True,Overcast,temp_cool,Home,STILL,steps_zero,2,no_response,62,7,False,mid,rare,0,62
2,True,Overcast,temp_cool,Home,STILL,steps_q5,2,no_response,62,7,False,mid,rare,218,62
3,True,Overcast,temp_cool,Home,STILL,steps_zero,2,no_response,62,7,False,mid,rare,0,62
4,True,Overcast,temp_cool,Home,STILL,steps_high,2,no_response,62,7,False,mid,rare,971,62
5,True,Overcast,temp_cool,Home,STILL,steps_q8,2,no_response,62,7,False,mid,rare,511,62
1,True,Clear,temp_mild,Home,STILL,steps_zero,1,no_response,62,8,True,mid,rare,0,62
2,True,Clear,temp_warm,Work,STILL,steps_zero,2,no_response,62,8,True,mid,rare,0,62
3,True,Clear,temp_mild,Home,STILL,steps_q8,1,good,62,8,True,mid,rare,763,62
5,True,Clear,temp_warm,University,STILL,steps_q6,2,no_response,62,8,True,mid,rare,297,62
1,True,Clear,temp_cool,Furniture_Store,STILL,steps_zero,1,no_response,62,9,True,mid,rare,0,62
2,True,Clear,temp_cool,Furniture_Store,STILL,steps_q6,2,good,62,9,True,mid,rare,295,62
3,True,Clear,temp_cool,University,STILL,steps_q2,1,good,62,9,True,mid,rare,66,62
4,True,Clear,temp_cool,University,STILL,steps_q7,2,no_response,62,9,True,mid,rare,386,62
5,False,Clear,temp_cool,Furniture_Store,STILL,steps_q5,0,no_send,62,9,True,mid,rare,181,62
1,False,Clear,temp_mild,Work,STILL,steps_zero,0,no_send,62,10,True,mid,rare,0,62
2,True,Overcast,temp_mild,Home,STILL,steps_q6,2,no_response,62,10,True,mid,rare,285,62
4,True,Clear,temp_mild,Work,STILL,steps_high,2,bad,62,10,True,mid,rare,1241,62
5,True,Clear,temp_cool,Home,STILL,steps_q3,2,no_response,62,10,True,mid,rare,100,62
1,True,MostlyCloudy,temp_cold,Home,STILL,steps_q6,2,bad,62,11,True,mid,rare,277,62
2,False,Overcast,temp_cold,Work,STILL,steps_q3,0,no_send,62,11,True,mid,rare,79,62
3,True,PartlyCloudy,temp_cold,Home,STILL,steps_zero,2,bad,62,11,True,mid,rare,0,62
4,True,Overcast,temp_cold,Home,STILL,steps_q7,1,bad,62,11,True,mid,rare,356,62
5,True,Clear,temp_cold,Store,STILL,steps_q3,2,no_response,62,11,True,mid,rare,99,62
1,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,1,no_response,62,12,True,mid,rare,0,62
2,True,Overcast,temp_cool,University,STILL,steps_q1,2,no_response,62,12,True,mid,rare,18,62
3,True,Clear,temp_cool,FurnitureStore,STILL,steps_q3,1,good,62,12,True,mid,rare,109,62
4,True,PartlyCloudy,temp_cool,University,STILL,steps_q8,1,good,62,12,True,mid,rare,673,62
5,False,PartlyCloudy,temp_cool,University,STILL,steps_q5,0,no_send,62,12,True,mid,rare,175,62
1,True,Clear,temp_cool,Home,STILL,steps_zero,2,bad,62,13,False,mid,rare,0,62
2,True,Clear,temp_mild,University,STILL,steps_q4,2,bad,62,13,False,mid,rare,139,62
3,False,Overcast,temp_mild,University,STILL,steps_q7,2,no_response,62,13,False,mid,rare,349,62
4,True,Clear,temp_cool,University,STILL,steps_zero,2,no_response,62,13,False,mid,rare,0,62
5,True,PartlyCloudy,temp_mild,University,STILL,steps_zero,1,no_response,62,13,False,mid,rare,0,62
1,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,0,no_send,62,15,True,mid,rare,0,62
2,True,Overcast,temp_mild,Work,STILL,steps_zero,1,good,62,15,True,mid,rare,0,62
3,True,Clear,temp_mild,Work,STILL,steps_q5,1,good,62,15,True,mid,rare,213,62
4,True,Clear,temp_cool,Work,STILL,steps_q6,1,good,62,15,True,mid,rare,301,62
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_zero,2,good,62,15,True,mid,rare,0,62
1,False,Overcast,temp_cool,University,STILL,steps_q3,0,no_send,62,16,True,mid,rare,103,62
2,True,PartlyCloudy,temp_cold,University,STILL,steps_q1,1,no_response,62,16,True,mid,rare,12,62
3,True,Overcast,temp_cold,University,STILL,steps_q7,2,no_response,62,16,True,mid,rare,358,62
4,True,PartlyCloudy,temp_cold,University,STILL,steps_zero,1,no_response,62,16,True,mid,rare,0,62
1,False,Clear,temp_mild,Home,STILL,steps_zero,0,no_send,62,18,True,mid,rare,0,62
3,False,MostlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,62,18,True,mid,rare,0,62
4,True,PartlyCloudy,temp_cool,Home,STILL,steps_q5,1,no_response,62,18,True,mid,rare,174,62
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_q6,2,good,62,18,True,mid,rare,287,62
1,True,Clear,temp_cool,Store,STILL,steps_q7,2,good,62,19,True,mid,rare,350,62
2,True,Clear,temp_cool,Work,STILL,steps_q3,2,no_response,62,19,True,mid,rare,80,62
3,True,Clear,temp_cool,Store,STILL,steps_q4,2,no_response,62,19,True,mid,rare,140,62
